date_,time_,title,content
04-10-2022,19:00,Молдовагаз пообещала приложить все усилия для выполнения обязательств перед Газпромом,Газораспределительная компания Молдовагаз приложат все усилия чтобы выполнить контрактные обязательства перед Газпромом после его предупреждения о полном прекращении поставок в случае продолжения нарушений 
04-10-2022,16:00,Газпром сообщил о праве прекратить поставки Молдавии,Газпром оставляет за собой право на полное прекращение поставок газа в Молдавию в случае нарушения обязательства по оплате голубого топлива до 20 октябрь Об этом 4 октябрь говорится в Telegram-канале компании 
04-10-2022,10:00,Reuters узнало об отсутствии поставок российского газа в Италию 4 октябрь,Газпром проинформировал итальянскую нефтегазовую компанию Eni что не может подтвердить поставку газа на 4 октябрь из-за невозможности транзита через Австрию 
03-10-2022,17:00,Венгрия заключила с Газпромом соглашение об отсрочке платежа за газ,Венгерская энергетическая компания MVM заключила с Газпромом соглашение об отсрочке платежа за газ в связи с резкими колебаниями цен Об этом в понедельник 3 октябрь сообщает издание Origo со ссылкой на заявление компании 
03-10-2022,16:00,Итальянская Eni изучит возможность возобновления поставок газа из России,В итальянской нефтегазовой компании Eni надеются на разрешение ситуации с поставками российского газа в Италию через Австрию до конца недели 
03-10-2022,14:00,Запасы газа в Европе на начало октябрь восполнены на 628 миллиард кубометров,По состоянию на 1 октября запасы газа в подземных хранилищах (ПХГ) Европы восполнены на 628 миллиард кубометров Об этом 3 октября сообщили в пресс-службе Газпрома ссылаясь на данные Gas Infrastructure Europe 
03-10-2022,14:00,Газпром сообщил о снижении экспорта газа по итогам девяти месяцев,Компания Газпром за девять месяцев 2022 года сократила экспорт топлива в страны дальнего зарубежья на 404 процентов (на 589 миллиард кубометров) по сравнению с тем же периодом 2021 года таким образом объем переданного газа составил 869 миллиард кубометров 
03-10-2022,13:00,Утечки газа в местах повреждений Северных потоков прекратились,Утечки газа в местах повреждений Северных потоков прекратились давление в газопроводах стабилизировалось Об этом в понедельник 3 октября сообщили в пресс-службе Газпрома 
01-10-2022,17:00,Газпром назвал причину сокращения поставок в Молдавию,Украинская сторона отказалась принимать российский газ на газоизмерительную станцию (ГИС) Сохрановка тем самым объем поставляемого в Молдову газа составил 57 миллиард кубометров в сутки Об этом 1 октября сообщила госкорпорация в своем Telegram-канале 
01-10-2022,16:00,Газпром объяснил приостановку транзита газа через Австрию,Газпром сообщил что 1 октября был приостановлен транзит российского газа по контрактам ООО Газпром экспорт через Австрию так как газотранспортный оператор отказался подтверждать транспортные номинации 
01-10-2022,15:00,Итальянская Eni сообщила о нулевых поставках газа из России,Итальянская энергетическая компания Eni заявила что с 1 октября не получала газ в запрашиваемых объемах из-за невозможности транзита через Австрию Об этом говорится в распространенном в субботу сообщении компании 
01-10-2022,23:00,Газпром назвал объем газа в Северных потоках на момент взрыва,На момент аварии порядка 800 миллион кубометров газа находилось в трех поврежденных нитках газопроводов Северный поток и Северный поток – 2 Об этом в пятницу 30 сентября сообщил официальный представитель компании Сергей Куприянов 
30-09-2022,14:00,Фактор газа: история конфликтов вокруг российских энергоносителей,Опыт противостояния с РФ в газовой сфере не заставил Европу одуматься 
30-09-2022,12:00,Поставки газа по Силе Сибири в Китай возобновились после плановых работ,Поставки газа в Китай по газопроводу Сила Сибири возобновились после завершения плановых работ Об этом в пятницу 30 сентября сообщили в Газпроме 
30-09-2022,23:00,Нейтральный отход: Молдавия задумалась об укреплении обороны,В стране не утихают протесты республика рискует остаться без российского газа 
29-09-2022,21:00,Польша внесла Газпром экспорт в национальный санкционный список,Польша внесла Газпром экспорт в национальный санкционный список Об этом сообщает Devdiscourse со ссылкой на польское министерство внутренних дел 29 сентября 
29-09-2022,14:00,Выработка электроэнергии за счет ветра в Европе сократилась вдвое,Выработка электроэнергии за счет ветра в странах Европы за последние два дня сократилась почти в два раза Об этом в четверг 29 сентября сообщает Интерфакс со ссылкой на данные ассоциации WindEurope 
28-09-2022,23:00,В Молдавии указали на отсутствие ясности по поставкам газа из РФ в октябре,Газпром пока не подтвердил запрошенные Молдавией объемы поставок газа на октябрь Об этом в среду 28 сентября заявила президент республики Майя Санду в интервью телеканалу JURNAL TV 
28-09-2022,13:00,Экономист Остапкович объяснил цену газа в Европе выше долларов 2000,Директор Центра конъюнктурных исследований Института статистических исследований и экономики знаний НИУ ВШЭ Георгий Остапкович прокомментировал в среду 28 сентября повышение цен на газ в Европе 
27-09-2022,19:00,Цены на газ в Европе поднялись выше долларов 2 тысяч после заявления Газпрома по Украине,Биржевые цены на газ в Европе ускорили рост более чем до 21 процентов и поднялись выше долларов 2100 за 1 тысяч кубометров после заявления Газпрома о риске санкций в отношении Нафтогаза Украины Об этом свидетельствуют данные лондонской биржи ICE 
27-09-2022,18:00,Газпром предупредил Нафтогаз Украины о риске санкций,Попытки Нафтогаза Украины добиться рассмотрения спора с Газпромом в Международном арбитражном суде могут дать основания для введения санкций против Нафтогаза Об этом сообщили во вторник 27 сентября в пресс-службе российской компании 
27-09-2022,17:00,В Газпром экспорте заявили об ударе по иллюзиям ЕС о сокращении зависимости от России,Иллюзия западных стран о кардинальном сокращении зависимости Евросоюза (ЕС) от российского природного газа подверглась существенному удару по итогам июля и августа 
27-09-2022,12:00,Эксперты Газпром экспорта назвали январь самым сложным месяцем для ЕС,Январь станет самым сложным месяцем для Евросоюза (ЕС) 
23-09-2022,11:00,Глава МИД Венгрии высоко оценил сотрудничество с Газпромом,Глава министерства иностранных дел Венгрии Петер Сийярто дал высокую оценку сотрудничеству между Будапештом и российским Газпромом 
22-09-2022,15:00,Энергетики могут столкнуться с издержками в 60 миллиард из-за роста цен на газ,Российские генерирующие компании могут столкнуться с издержками в 60 миллиард рублей из-за ускоренного роста цен на газ Об этом сообщил представитель Совета производителей энергии в ходе конференции Новая Россия — Новая энергетика 22 сентября 
20-09-2022,13:00,Эксперты оценили последствия остановки поставок по Силе Сибири,Приостановка транспортировки газа по трубопроводу Сила Сибири планируемая с 22 по 29 сентября из-за проведения плановой профилактики — это стандартная процедура Об этом рассказали Известиям эксперты в сфере энергетики во вторник 20 сентября 
20-09-2022,10:00,Поставки газа по Силе Сибири будут приостановлены на неделю из-за плановых работ,Транспортировка газа по газопроводу Сила Сибири будет приостановлена с 22 по 29 сентября из-за проведения плановых профилактических работ сообщили 20 сентября в Газпроме 
20-09-2022,12:00,СМИ узнали о планах Ирана закупать по 9 миллион кубометров газа из РФ в день,Иран намерен ежедневно закупать по 9 миллион кубометров российского газа через Азербайджан Об этом сообщает агентство Fars со ссылкой на министерства нефти Ирана 
17-09-2022,23:00,Кишинев уличили в намерении разорвать контракт с Газпромом,Кишинев вероятно намерен разорвать контракт с Газпромом так как не выполняет обязательства Об этом в субботу 16 сентября заявил бывший премьер-министр Молдавии Ион Кику в эфире телеканала Primul in Moldova 
15-09-2022,15:00,В Газпроме сообщили о повышении Китаем заявки на поставки по Силе Сибири,Китай повышает заявки на поставки газа по трубопроводу Сила Сибири даже в условиях замедления темпов роста спроса на него внутри страны 
14-09-2022,17:00,Власти Якутии заявили о возможности в пять раз нарастить мощности СПГ к 2025 году,Якутия может в пять раз нарастить мощности по производству сжиженного природного газа (СПГ) уже к 2025 году 
13-09-2022,19:00,Reuters сообщило о возможном иске Uniper к Газпрому на миллиарды евро,Немецкая энергетическая компания Uniper готовит иск к Газпрому в Международный арбитражный суд Стокгольма Об этом 13 сентября сообщает агентство Reuters 
13-09-2022,15:00,На ПМГФ 2022 показали символ социальной газификации,На открывшемся 13 сентября Петербургском международном газовом форуме (ПМГФ) группа Газпром межрегионгаз представила стенд символизирующий дома тысяч россиян 
12-09-2022,14:00,В Кремле сообщили о контактах Газпрома с Siemens по вопросу ремонта СП,Газпром находится в контакте с компанией Siemens по вопросу ремонта трубопровода Северный поток после утечки масла на агрегаторе Trent 60 на компрессионной станции Портовая 
12-09-2022,13:00,В Кремле прокомментировали новый иск Нафтогаза против Газпрома,В Кремле не берутся гадать о последствиях нового иска украинской компании Нафтогаз Украины против Газпрома для поставок газа в Европу Об этом в понедельник 12 сентября заявил пресс-секретарь президента РФ Дмитрий Песков 
09-09-2022,20:00,Нафтогаз Украины подал новый иск против Газпрома,Украинская компания Нафтогаз Украины подала иск в международный арбитраж против Газпрома Об этом в пятницу 9 сентября заявил глава Нафтогаза Юрий Витренко 
07-09-2022,19:00,Газпром сообщил о снижении на 48 процентов поставок российского газа в страны ЕС,Страны Евросоюза с начала 2022 года сократили поставки российского газа на свой рынок на 48 процентов сообщила 7 сентября компания Газпром в Telegram 
06-09-2022,17:00,В Forbes предрекли Европе полное опустошение после остановки Северного потока,Экономики европейских стран будут полностью разрушены после резкого снижения экспорта российского газа по Северному потоку Об этом 5 сентября написал обозреватель Forbes Сэл Гилберти 
06-09-2022,14:00,Газпром и китайская CNPC договорились об оплате газа в рублях и юанях,Газпром и Китайская национальная нефтегазовая корпорация (CNPC) переводят оплату за поставки газа по трубопроводу Сила Сибири в рубли и юани Об этом во вторник 6 сентября сообщили в пресс-службе Газпрома 
06-09-2022,10:00,Газпром отметил готовность России к осенне-зимнему периоду,Россия практически готова к осенне-зимнему периоду Об этом во вторник 6 сентября заявил заместитель главы Газпрома Виталий Маркелов в ходе Восточного экономического форума (ВЭФ) 
05-09-2022,20:00,Британцы отказались платить за Украину после остановки Северного потока,Читатели Daily Mail заявили о нежелании платить за Украину Вкомментариях к статье об остановке прокачки топлива по газопроводу Северный поток (СП) и ценах на газ британцы отметили что санкции против РФ возвращаются бумерангом 
05-09-2022,20:00,Газпром заявил о риске пожара из-за состояния агрегата Северного потока,Состояние последнего вышедшего из строя двигателя Северного потока не соответствует требованиям промбезопасности из-за утечки масла Об этом в понедельник 5 сентября сообщили в Газпроме 
05-09-2022,16:00,Путин указал на рост добычи газа Газпромом,Президент РФ Владимир Путин указал на рост добычи газа компанией Газпром 
05-09-2022,14:00,Энергетик рассказал о судьбе цен на газ в Европе,Судьба цен на газ в Европе зависит в том числе от того будет ли продолжаться или сокращаться транзит через Украину 
05-09-2022,23:00,На все стоп: когда возобновятся поставки газа по Северному потоку,И какие рекорды может побить цена на голубое топливо на этот раз 
04-09-2022,20:00,Глава МИД Венгрии Сийярто назвал Газпром надежным партнером,Глава МИД Венгрии Петер Сийярто назвал Газпром надежным партнером и сообщил что российская сторона пообещала доставить стране все законтрактованные объемы газа в случае технических проблем с северным и западным маршрутами поставок 
03-09-2022,16:00,Читатели Le Figaro заявили о наглой политике США по отношению к ЕС,Французы крайне негативно восприняли заявления европейских лидеров относительно приостановки деятельности Северного потока до устранения неисправности двигателя Об этом 2 сентября пишет французская газета Le Figaro 
03-09-2022,15:00,Siemens Energy не подтвердила заявление Газпрома о ремонте Северного потока,Компания Siemens Energy не может подтвердить утверждение корпорации Газпром о том что ей негде производить ремонт турбины для газопровода Северный поток (СП) сообщает 3 сентября ТАСС со ссылкой на пресс-службу компании 
03-09-2022,14:00,Siemens негде ремонтировать турбины для Северного потока,Компания Siemens участвует в ремонте агрегата для Северного потока обнаруживает неисправности и готова их устранять только ремонтировать негде Об этом 3 сентября заявил Газпром 
03-09-2022,23:00,В Siemens заявили об отсутствии техпричин для остановки Nord Stream,Компания Siemens Energy считает что технические причины для прекращения эксплуатации газопровода Северный поток о которых заявил Газпром отсутствуют Об этом в пятницу 2 сентября сообщил ТАСС представитель немецкой компании 
02-09-2022,19:00,Газпром сообщил об утечке масла на газоперекачивающем агрегате КС Портовая,При проведении регламентных работ на газоперекачивающем агрегате компрессорной станции (КС) Портовая обнаружена утечка масла Об этом в пятницу 2 сентября сообщает Газпром 
02-09-2022,13:00,Песков заявил об отсутствии технологических резервов для Северного потока,Технологических резервов для трубопровода Северный поток нет надежность работы всей системы под угрозой Об этом заявил в пятницу 2 сентября официальный представитель Кремля Дмитрий Песков 
02-09-2022,12:00,Эксперт допустила прекращение поставок газа РФ в случае введения потолка цен,Российская компания Газпром может остановить газовые поставки в те страны ЕС которые поддержат политику ценовых пределов для него Такое мнение 2 сентября выразила директор по исследованиям компании Vygon Consulting Мария Белова 
01-09-2022,13:00,Песков назвал кризисной ситуацию вокруг Северного потока,Сложности с обслуживанием оборудования для Северного потока и юридические проблемы возникшие в результате санкций создают клубок проблем для поставок российского газа в Европу 
31-08-2022,23:00,Молдавия заявила об опасениях прекращения поставок от Газпрома,Президент Молдавии Майя Санду 31 августа призвала население страны максимально сократить потребление газа из-за опасений того что зимой цены на него взлетят до невероятных значений так как российская компания Газпром якобы может перекрыть поставку голубого топлива в страну 
31-08-2022,22:00,Миллер заявил о потере Siemens возможности ремонтировать Северный поток,Компания Siemens практически потеряла возможность обеспечивать регулярный капитальный ремонт агрегатов для Северного потока поскольку ей негде их проводить Об этом 31 августа заявил глава Газпрома Алексей Миллер 
31-08-2022,21:00,На драйвере: решение Газпрома выплатить дивиденды простимулирует рынок,Сколько его участники могут реинвестировать обратно в биржу 
31-08-2022,20:00,Газпром увеличил поставки газа в Китай на 60 процентов с начала года,Газпром с начала года увеличил поставки газа в Китай по трубопроводу Сила Сибири на 60 процентов 
31-08-2022,18:00,Эксперт объяснил заявление Siemens о неучастии в работах по Северному потоку,Судя по заявлениям компании Siemens Energy о неучастии в технических работах на газопроводе Северный поток она отказывается выполнять свои обязательства по обслуживанию трубопровода и соглашается лишь удаленно представлять консультации 
31-08-2022,17:00,В Венгрии заявили о подписании договора с Газпромом об увеличении поставок газа,Министр иностранных дел Венгрии Петер Сийярто в среду 31 августа заявил что подписал договор с Газпромом об увеличении поставок газа в страну 
31-08-2022,16:00,Газпром соединит газотранспортные системы запада и востока России,Газпром соединит Единую систему газоснабжения (ЕСГ) в западной части России с газотранспортной системой на востоке Об этом 31 августа сообщил председатель правления компании Алексей Миллер 
31-08-2022,15:00,Миллер рассказал о работе над новым маршрутом поставок газа в Китай,Компания Газпром преступает к разработке нового маршрута поставок газа в Китай через Дальневосточный регион Об этом 31 августа заявил глава компании Алексей Миллер его слова приводит пресс-служба Газпрома 
31-08-2022,14:00,Запасы газа в ПХГ России достигли 92 процентов,Запасы газа в подземных хранилищах (ПХГ) России достигли 92 процентов Об этом в среду 31 августа заявил глава Газпрома Алексей Миллер в ходе селекторного совещания посвященного Дню работников нефтяной и газовой промышленности 
31-08-2022,13:00,Биржевые цены газа в Европе могут в пике в ОЗП могут превысить долларов 4000,По консервативным оценкам Газпрома биржевые цены газа в Европе в пике в осенне-зимний период (ОЗП) могут превысить долларов 4 тысяч за 1 тысяч кубометров 
31-08-2022,12:00,Миллер заявил об изменении мировой энергосистемы из-за санкций против РФ,Энергетическая мировая система кардинально меняется из-за санкционной политики и решений западных регуляторов Об этом 31 августа заявил глава Газпрома Алексей Миллер на совещании посвященном Дню работников нефтяной и газовой промышленности 
31-08-2022,11:00,В Молдавии заявили о невозможности расплатиться с Газпромом до 1 октября,Правительство Молдавии не сможет завершить аудит долга перед российским Газпромом до 1 октября Об этом 31 августа сообщил вице-премьер республики Андрей Спыну в своем Telegram-канале 
31-08-2022,10:00,В Газпроме оценили запасы газа в России,Россия обеспечена запасами газа на 100 лет вперед Об этом в среду 31 августа заявил глава Газпрома Алексей Миллер в ходе селекторного совещания посвященного Дню работников нефтяной и газовой промышленности 
31-08-2022,11:00,Siemens Energy не участвует в технических работах на газопроводе СП,Компания Siemens Energy 31 августа заявила о том что она не участвует в проведении технических работ на газопроводе Северный поток о которых объявил ранее в этот день Газпром Об этом пишет агентство Reuters со ссылкой на сообщение компании 
31-08-2022,11:00,Эксперт спрогнозировал стабилизацию цен акций Газпрома,В ближайшие сессии стоимость акций Газпрома который накануне внезапно решил заплатить дивиденды будет расти но придет к какому-то равновесному коридору — 255–280 рублей за бумагу 
31-08-2022,11:00,Газпром нефть отметила отсутствие влияния эмбарго ЕС на добычу нефти в РФ,Нефтяное эмбарго Евросоюза не повлияло на объемы добычи нефти в России Об этом журналистам сообщил 31 августа замглавы по разведке и добыче компании Газпром нефть Вадим Яковлев 
31-08-2022,12:00,Цены на газ в Европе растут на фоне приостановки работы Северного потока,Цена газа в Европе в ходе торгов поднялась выше долларов 2 900 за 1 тысяч кубометров Об этом свидетельствуют данные лондонской биржи ICE по данным на среду 31 августа Общий рост стоимости газа с начала дня составляет около 55 процентов 
31-08-2022,12:00,Газпром остановил поставки по Северному потоку из-за плановых работ,Российская компания Газпром сообщила о прекращении поставок газа по трубопроводу Северный поток из-за плановых работ на газоперекачивающем агрегате Об этом 31 августа сообщает официальный Telegram-канал компании 
31-08-2022,23:00,Северный потом: что ждет ЕС после прекращения поставок газа из РФ,Насколько может подорожать топливо в Европе и надолго ли 
30-08-2022,21:00,Газпром приостановил поставки газа французской Engie за неуплату,Газпром приостановил поставки газа французской Engie в связи с неуплатой июльских поставок в полном объеме Об этом российская компания сообщила 30 августа 
