date_,time_,title,content
21-01-2022,11:00,В Авито оценили договоренность о мировом соглашении с Яндексом,В Авито рассчитывают что Яндекс будет добросовестно исполнять условия мирового соглашения о котором удалось договориться в ходе судебного процесса
19-01-2022,21:00,ФАС и Яндекс заключили мировое соглашение по делу о поисковой выдаче,Федеральная антимонопольная служба (ФАС) Яндекс и заявители по антимонопольному делу заключили мировое соглашение Об этом говорится в заявлении ФАС опубликованном в среду 19 январь в Telegram
11-01-2022,18:00,Доход курьеров Яндекса в новогодние праздники вырос до 50 процентов,Доход сотрудничающих с Яндексом курьеров и сборщиков заказов вырос до 50 процентов в новогодние праздники относительно среднего дохода в высокий осенне-зимний сезон Об этом 11 январь Известиям сообщили в пресс-службе компании
30-12-2021,17:00,В ЯндексТакси рассказали о технологиях для снижения аварийности на дорогах,Зимой ситуация на дорогах осложняется для каждого водителя и риск возникновения дорожно-транспортного происшествия (ДТП) возрастает
24-12-2021,14:00,ЯндексЕда и Лавка поддержат партнеров в новогодние праздники,Сервисы Яндекс Еда и Лавка выделят более 25 миллион рублей на поддержку партнеров в новогодние праздники дополнительные выплаты получат курьеры и сборщики заказов Об этом говорится в пресс-релизе поступившем 24 декабрь Известиям
20-12-2021,10:00,ЯндексЗаправки запустили оплату топлива через СБП,Водители получили возможность оплачивать топливо в приложении Яндекс
17-12-2021,11:00,ЯндексМаркет запустит продажи для бизнеса,Яндекс Маркет планирует выйти на рынок b2b-продаж запустив новое направление Маркет для бизнеса Об этом сообщили Известиям в компании
16-12-2021,17:00,ЯндексДоставка добавила digital-открытку к заказу доставки,К заказу Яндекс Доставка в приложении теперь можно прикрепить виртуальную открытку и написать теплые слова получателю Об этом в четверг 16 декабрь сообщили в пресс-службе компании
13-12-2021,10:00,Припомнят прошлое: водителям с судимостью за тяжкие преступления могут запретить работать в такси,Госдума приняла в первом чтении соответствующий законопроект правительства
12-12-2021,10:00,Соблюдай и властвуй: ФАС изучит работу маркетплейсов,С чем связано внимание антимонопольной службы
06-12-2021,14:00,Сервис ЯндексМузыка назвал самых популярных артистов 2021 года,Российский рэпер Алишер Моргенштерн и певица Мари Краймбрери стали самыми популярными исполнителями в текущем году по версии пользователей сервиса Яндекс
24-11-2021,14:00,Россиян предупредили о новом виде мошенничества с возвратом пенсий,Россияне столкнулись с новой атакой мошенников рассылающих с почты Яндекс уведомления о возврате пенсионных накоплений Об этом 24 ноябрь передает РИА Новости ссылаясь на сообщение Общероссийского народного фронта
24-11-2021,10:00,Игра в шашечки: эксперты оценили приложения для вызова такси,Большинство сервисов вынуждает пользователей отказываться от положенных им по закону прав
22-11-2021,19:00,В Ижевске суд запретил продажу БАДов на нескольких сервисах,Ленинский районный суд Ижевска признал запрещенной информацию о продаже БАДов на сервисах Яндекс
22-11-2021,10:00,Исследование показало изменения русского языка за последние 100 лет, 22 ноября родился составитель Толкового словаря живого великорусского языка Владимир Даль в день его рождения в России празднуют День словаря
19-11-2021,19:00,РТС назвал некорректным обвинение в манипуляции со стороны Яндекса,Заявления Яндекса о том что предостережения Российского топливного союза (РТС) о последствиях повышения комиссии сервиса Яндекс
19-11-2021,12:00,Яндекс открыл конкурентам доступ к поиску на фоне разбирательства с ФАС,В обогащенных ответах специальных выделенных блоках Яндекса (колдунщиках) начали появляться сторонние сервисы рассказал представитель компании Яндекс уже протестировал интеграцию в них электронных книг с Литрес mybook и book24 объявлений об услугах с Profiru и YouDo вакансий hhru фильмов с Okko отметил представитель поисковика
19-11-2021,11:00,АЗС пригрозили повысить цены из-за Яндекса,Цены на топливо на АЗС подключенных к сервису Яндекс Заправки могут вырасти сообщили Известиям в Российском и Независимом топливных союзах а также в региональном отделении Опоры России Информацию подтвердили владельцы сетевых компаний
19-11-2021,10:00,Поисковый спрос: Яндекс пустил в колдунщики конкурентов,Что это изменит для пользователей и как повлияет на антимонопольное разбирательство 
19-11-2021,10:00,Налетели на тарифы: АЗС грозят повысить цены из-за Яндекса,Что в отрасли назвали причиной подорожания топлива и какие меры в этой ситуации может принять ФАС
12-11-2021,11:00,У самозанятых может появиться единый пенсионный план,Для самозанятых которые работают на крупные экосистемы наподобие Яндекса или Сбера могут создать единый негосударственный пенсионный план
12-11-2021,10:00,Платформализм: самозанятым хотят создать единый пенсионный план,Какие еще социальные гарантии могут появиться у работающих на маркетплейсы и агрегаторы
11-11-2021,10:00,Названы самые снежные города-миллионники России,Челябинск Пермь и Нижний Новгород стали одними из самых снежных российских городов-миллионников Об этом свидетельствуют результаты анализа которые предоставили аналитики ЯндексПогоды
28-10-2021,16:00,Яндекс запустил спецтариф на аренду самокатов для курьеров,Курьеры которые развозят заказы сервисов Яндекс Еда и ЯндексЛавка смогут воспользоваться самокатами Яндекс Go по специальному тарифу 1 рубль за 1 минуту поездки Об этом говорится в пресс-релизе поступившем Известиям 28 октября
27-10-2021,21:00,Яндекс рассказал о росте доходов таксистов и таксопарков,Водители такси и таксопарки с начала года заработали 365 млрд рублей Это на 64 млрд рублей больше чем за 2020 год Об этом Известиям в пресс-службе ЯндексТакси со ссылкой на финансовые результаты компании
15-10-2021,16:00,ЯндексНовости начали маркировку признанных иноагентами СМИ,Сервис Яндекс Новости начал маркировку материалов средств массовой информации (СМИ) признанных иноагентами Об этом 15 октябрь сообщили в компании
12-10-2021,18:00,Яндекс запустил кампанию по ревакцинации водителей и курьеров,Яндекс усиливает меры по борьбе с COVID-19 Стартует кампания по ревакцинации водителей и курьеров выполняющих заказы через сервисы Яндекс Go ЯндексЕда ЯндексЛавка и ЯндексДоставка Об этом Известиям сообщили 12 октября
01-10-2021,16:00,В ЯндексКартах появилась возможность строить маршруты для самокатов,Для поездок на самокате в Яндекс Картах теперь прокладываются специальные маршруты Об этом 1 октябрь сообщает пресс-служба компании
01-10-2021,15:00,Тинькофф Бизнес начал кредитовать продавцов на ЯндексМаркете,Тинькофф и маркетплейс Яндекс Маркет договорились о кредитовании продавцов на площадке По условиям предприниматели смогут получить кредит на сумму до 10 миллион рублей на развитие своего бизнеса
29-09-2021,18:00,В Минцифры оценили обязательную установку Яндекса на гаджеты в РФ с 2022 года,Установка поисковой системы Яндекс по умолчанию на гаджетах продаваемых в России с 2022 года позволит уровнять условия использования российских и зарубежных сервисов Об этом 27 сентябрь заявили в Минцифры РФ
29-09-2021,17:00,Яндекс станет поисковиком по умолчанию на продаваемых в РФ гаджетах с 2022 года,Правительство России утвердило поисковик Яндекса для использования по умолчанию на продаваемых в стране гаджетах с 1 январь 2022 года Соответствующее распоряжение опубликовано 27 сентябрь на официальном портале правовой информации
